id,category,creator_id,level,maxUsers,price,title,duration,datetime,creator,description,enrolled_users
247,Boxing,617,intermediate,1,14.15,A Boxing class,0 h 5 min,2023-02-07 10:00:00.530965,wendy_foster,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
248,Stretching,432,intermediate,31,15.97,A Stretching class,1 h 10 min,2023-01-23 09:00:00.530965,aaron_acevedo,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
249,Body Pump,537,begginer,36,10.21,A Body Pump class,1 h 15 min,2022-10-11 05:00:00.530965,john_bell,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
250,HIIT,125,begginer,3,17.79,A HIIT class,2 h ,2022-10-21 01:00:00.530965,virginia_schneider,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
251,Total Body Conditioning,860,begginer,28,19.06,A Total Body Conditioning class,2 h ,2022-12-29 17:00:00.530965,alan_barrera,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
252,Boxing,909,advanced,50,20.8,A Boxing class,2 h ,2023-04-15 23:00:00.530965,andrea_pena,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
253,Total Body Conditioning,568,begginer,7,15.96,A Total Body Conditioning class,2 h ,2022-11-04 15:30:00.530965,kara_cooper,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
254,Boxing,338,advanced,20,14.91,A Boxing class,1 h 10 min,2023-03-05 07:30:00.530965,krystal_wilson,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
255,HIIT,7,all levels,3,12.62,A HIIT class,2 h ,2022-09-12 10:00:00.530965,dawn_harvey,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
256,Zumba,340,intermediate,31,12.91,A Zumba class,1 h 30 min,2022-10-08 03:00:00.530965,heather_kennedy,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
257,ABS,507,all levels,46,19.59,A ABS class,0 h 35 min,2022-06-24 14:00:00.530965,kimberly_solis,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
258,GAP,932,intermediate,14,14.57,A GAP class,2 h ,2023-04-01 19:30:00.530965,deborah_peters,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
259,CrossFit,952,begginer,20,18.08,A CrossFit class,1 h 15 min,2022-07-25 20:30:00.530965,mr__jeffery_cannon,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
260,GAP,304,advanced,38,15.87,A GAP class,2 h ,2022-08-26 11:30:00.530965,randy_barker,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
261,Aerobics,125,all levels,49,17.67,A Aerobics class,0 h 15 min,2022-06-28 13:30:00.530965,virginia_schneider,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
262,Other,223,intermediate,42,13.99,A Other class,2 h ,2022-10-26 18:00:00.530965,angela_gomez,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
263,Pilates,691,all levels,19,14.32,A Pilates class,1 h 5 min,2023-02-17 10:30:00.530965,erin_owens,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
264,Pilates,55,advanced,6,20.58,A Pilates class,1 h 35 min,2022-10-13 07:30:00.530965,tony_cruz,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
265,Total Body Conditioning,140,advanced,24,17.82,A Total Body Conditioning class,1 h 35 min,2023-04-22 00:30:00.530965,daniel_gray,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
266,Boxing,566,intermediate,19,14.59,A Boxing class,2 h ,2022-06-04 18:00:00.530965,kathleen_thompson,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
267,Total Body Conditioning,340,begginer,39,8.83,A Total Body Conditioning class,1 h 35 min,2022-05-29 05:30:00.530965,heather_kennedy,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
268,Spinning,735,all levels,11,15.4,A Spinning class,0 h 30 min,2023-03-27 21:00:00.530965,jenna_thomas,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
269,CrossFit,323,intermediate,43,16.85,A CrossFit class,1 h 30 min,2022-10-28 07:00:00.530965,sophia_hebert,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
270,Total Body Conditioning,830,advanced,49,13.46,A Total Body Conditioning class,0 h 15 min,2022-06-19 05:30:00.530965,victor_adams,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
271,Yoga,398,intermediate,8,13.68,A Yoga class,2 h ,2023-05-22 00:30:00.530965,linda_brown,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
272,HIIT,46,advanced,37,13.61,A HIIT class,2 h ,2023-02-07 16:00:00.530965,michael_pratt,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
273,Aerobics,62,intermediate,36,17.08,A Aerobics class,1 h 50 min,2022-09-17 02:00:00.530965,tammy_cantu,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
274,Barre,430,begginer,8,15.86,A Barre class,1 h 15 min,2022-09-10 06:30:00.530965,melanie_allen,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
275,GAP,83,begginer,11,14.89,A GAP class,1 h 20 min,2023-03-02 21:30:00.530965,jacqueline_stanley,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
276,Total Body Conditioning,936,intermediate,39,10.28,A Total Body Conditioning class,1 h ,2023-04-07 09:00:00.530965,andrea_day,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
277,Boxing,174,all levels,2,19.12,A Boxing class,0 h 40 min,2023-01-13 05:00:00.530965,keith_ramirez,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
278,Pilates,209,intermediate,25,13.85,A Pilates class,1 h 20 min,2023-01-29 16:00:00.530965,robert_murphy,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
279,Stretching,915,all levels,16,14.32,A Stretching class,1 h 5 min,2023-05-09 20:30:00.530965,daniel_thompson,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
280,Yoga,825,begginer,49,16.73,A Yoga class,1 h 30 min,2023-01-23 07:00:00.530965,kelly_adams_jr_,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
281,Aerobics,123,advanced,25,13.56,A Aerobics class,0 h 40 min,2023-01-06 12:00:00.530965,suzanne_torres,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
282,GAP,633,all levels,35,12.95,A GAP class,0 h 10 min,2023-03-18 13:30:00.530965,linda_alvarez,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
283,Barre,244,begginer,34,17.56,A Barre class,2 h ,2022-11-15 14:00:00.530965,rachel_cantu,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
284,Zumba,860,intermediate,34,14.0,A Zumba class,1 h 20 min,2022-12-28 03:30:00.530965,alan_barrera,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
285,Spinning,568,intermediate,25,13.51,A Spinning class,0 h 10 min,2022-07-27 23:00:00.530965,kara_cooper,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
286,Pilates,763,intermediate,3,12.19,A Pilates class,1 h 55 min,2023-02-08 19:30:00.530965,perry_castillo,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
287,ABS,451,advanced,39,14.18,A ABS class,1 h ,2022-10-21 12:00:00.530965,jeffrey_bailey,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
288,Other,155,begginer,50,17.35,A Other class,1 h 30 min,2022-10-05 06:30:00.530965,jesus_hudson,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
289,Other,171,begginer,40,17.89,A Other class,1 h 15 min,2022-11-25 12:30:00.530965,michael_shaw,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
290,Zumba,227,begginer,17,16.57,A Zumba class,0 h 40 min,2022-08-20 21:00:00.530965,lauren_may,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
291,CrossFit,140,advanced,9,13.7,A CrossFit class,0 h ,2022-11-03 04:30:00.530965,daniel_gray,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
292,Spinning,780,begginer,22,11.01,A Spinning class,1 h 5 min,2023-02-03 08:00:00.530965,amanda_nelson,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
293,Other,716,intermediate,3,15.36,A Other class,1 h 50 min,2022-10-15 05:00:00.530965,amy_mason,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
294,Spinning,325,advanced,16,13.66,A Spinning class,2 h ,2023-02-09 04:00:00.530965,thomas_clark,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
295,Other,409,intermediate,21,23.67,A Other class,2 h ,2022-06-28 16:30:00.530965,francisco_hill,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
296,HIIT,936,all levels,29,17.16,A HIIT class,2 h ,2022-05-28 10:00:00.530965,andrea_day,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
297,Yoga,899,intermediate,31,15.76,A Yoga class,2 h ,2023-02-23 19:30:00.530965,mr__james_jones,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
298,GAP,13,intermediate,17,12.65,A GAP class,1 h 25 min,2023-05-07 20:30:00.530965,ashley_cook,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
299,Kickboxing,726,all levels,15,16.57,A Kickboxing class,1 h 45 min,2022-10-08 16:00:00.530965,kyle_shea,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
300,Kickboxing,338,all levels,8,13.73,A Kickboxing class,2 h ,2023-05-03 02:30:00.530965,krystal_wilson,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
301,HIIT,809,advanced,23,10.29,A HIIT class,0 h 15 min,2023-02-28 06:00:00.530965,erin_reed,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
302,HIIT,419,advanced,30,16.02,A HIIT class,1 h 25 min,2023-01-22 10:30:00.530965,maria_bradley,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
303,Zumba,684,begginer,40,15.87,A Zumba class,1 h 10 min,2022-06-18 06:30:00.530965,krista_diaz,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
304,Yoga,309,advanced,9,11.39,A Yoga class,2 h ,2023-01-20 12:00:00.530965,brittany_callahan,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
305,Stretching,45,all levels,33,12.84,A Stretching class,0 h 50 min,2022-08-04 09:30:00.530965,steven_webster,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
306,Yoga,221,all levels,10,14.04,A Yoga class,0 h 45 min,2022-12-05 15:30:00.530965,julie_duran,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
307,HIIT,608,all levels,8,7.96,A HIIT class,1 h 30 min,2022-06-17 11:30:00.530965,william_fischer,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
308,Aerobics,85,intermediate,47,12.73,A Aerobics class,2 h ,2022-11-14 13:30:00.530965,diane_johnson,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
309,Pilates,698,intermediate,5,10.1,A Pilates class,0 h ,2022-08-03 15:30:00.530965,brandon_sharp,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
310,Aerobics,236,begginer,29,15.97,A Aerobics class,0 h 20 min,2022-12-31 10:00:00.530965,vanessa_graham,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
311,Barre,716,all levels,30,10.67,A Barre class,2 h ,2022-10-03 17:30:00.530965,amy_mason,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
312,Body Pump,746,begginer,10,12.89,A Body Pump class,1 h 55 min,2023-02-26 03:00:00.530965,angela_davis,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
313,Personalized,830,intermediate,33,21.24,A Personalized class,0 h 20 min,2022-12-18 20:30:00.530965,victor_adams,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
314,Personalized,294,intermediate,32,14.51,A Personalized class,0 h 55 min,2022-08-01 22:30:00.530965,stacy_simmons,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
315,HIIT,592,intermediate,34,14.14,A HIIT class,2 h ,2023-03-31 23:30:00.530965,leslie_brown,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
316,CrossFit,974,all levels,1,14.28,A CrossFit class,2 h ,2022-07-31 13:30:00.530965,benjamin_martin,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
317,ABS,932,advanced,5,12.94,A ABS class,2 h ,2023-04-25 03:30:00.530965,deborah_peters,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
318,Spinning,243,all levels,25,13.78,A Spinning class,1 h ,2022-11-14 13:30:00.530965,mrs__sherry_jackson,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
319,Zumba,66,advanced,11,17.09,A Zumba class,1 h 20 min,2023-02-01 02:00:00.530965,shannon_torres,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
320,Personalized,937,begginer,24,15.46,A Personalized class,0 h 45 min,2022-06-30 06:00:00.530965,kyle_wells,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
321,Zumba,502,begginer,41,16.25,A Zumba class,1 h 5 min,2022-09-11 15:30:00.530965,pamela_cruz,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
322,Personalized,74,all levels,6,13.02,A Personalized class,0 h ,2022-10-04 23:30:00.530965,leslie_johnson,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
323,Body Combat,316,begginer,6,15.77,A Body Combat class,1 h 30 min,2022-08-15 07:00:00.530965,darius_burnett,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
324,Kickboxing,243,all levels,24,12.85,A Kickboxing class,0 h 55 min,2023-01-20 16:30:00.530965,mrs__sherry_jackson,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
325,GAP,30,intermediate,25,15.21,A GAP class,1 h ,2023-04-10 07:30:00.530965,steven_costa,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
326,Body Pump,614,begginer,33,12.67,A Body Pump class,0 h 5 min,2022-11-11 13:30:00.530965,colleen_sherman,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
327,ABS,752,advanced,4,18.43,A ABS class,0 h 20 min,2022-10-11 13:00:00.530965,connie_gonzalez,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
328,ABS,539,all levels,43,10.04,A ABS class,0 h 50 min,2022-09-02 23:00:00.530965,karen_rogers,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
329,Barre,936,all levels,49,8.83,A Barre class,2 h ,2022-09-01 13:00:00.530965,andrea_day,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
330,Personalized,385,all levels,44,15.23,A Personalized class,2 h ,2022-05-29 13:00:00.530965,alicia_white,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
331,Boxing,155,intermediate,27,14.85,A Boxing class,2 h ,2023-05-08 05:00:00.530965,jesus_hudson,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
332,Personalized,488,begginer,31,16.23,A Personalized class,2 h ,2022-09-15 21:00:00.530965,christian_barnes,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
333,Boxing,385,intermediate,33,15.62,A Boxing class,1 h 30 min,2022-10-14 21:00:00.530965,alicia_white,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
334,Kickboxing,413,begginer,3,13.92,A Kickboxing class,2 h ,2023-02-02 03:00:00.530965,kenneth_smith,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
335,Barre,813,all levels,17,17.36,A Barre class,2 h ,2023-05-23 13:30:00.530965,rebecca_serrano,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
336,Stretching,502,begginer,10,13.62,A Stretching class,0 h 30 min,2022-11-11 22:30:00.530965,pamela_cruz,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
337,CrossFit,698,advanced,9,19.14,A CrossFit class,2 h ,2023-03-24 22:00:00.530965,brandon_sharp,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
338,Boxing,726,all levels,15,18.5,A Boxing class,0 h 35 min,2022-12-29 02:30:00.530965,kyle_shea,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
339,Barre,528,all levels,47,15.09,A Barre class,1 h 5 min,2022-09-25 00:00:00.530965,kyle_shelton,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
340,Pilates,451,advanced,18,17.75,A Pilates class,0 h 35 min,2022-08-24 04:00:00.530965,jeffrey_bailey,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
341,Spinning,203,begginer,10,16.51,A Spinning class,2 h ,2022-12-01 00:30:00.530965,david_hill,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
342,Spinning,813,advanced,39,11.13,A Spinning class,0 h 55 min,2023-01-03 01:00:00.530965,rebecca_serrano,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
343,Other,566,all levels,12,13.53,A Other class,0 h 25 min,2023-01-20 18:30:00.530965,kathleen_thompson,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
344,Spinning,698,all levels,42,13.85,A Spinning class,2 h ,2023-03-10 22:00:00.530965,brandon_sharp,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
345,Aerobics,642,intermediate,47,18.07,A Aerobics class,2 h ,2023-04-09 15:30:00.530965,laura_rodriguez,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
346,Kickboxing,409,intermediate,44,13.34,A Kickboxing class,2 h ,2022-10-18 14:30:00.530965,francisco_hill,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
347,GAP,926,all levels,3,14.4,A GAP class,0 h 20 min,2022-11-26 05:30:00.530965,jeremy_alexander,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
348,Kickboxing,392,all levels,47,14.74,A Kickboxing class,0 h 10 min,2022-11-18 07:00:00.530965,leslie_barnes,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
349,Aerobics,227,intermediate,45,15.68,A Aerobics class,0 h ,2022-09-12 08:00:00.530965,lauren_may,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
350,Aerobics,974,begginer,6,16.51,A Aerobics class,0 h ,2023-05-07 06:00:00.530965,benjamin_martin,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
